lane,strategy,contract,arm,track,obligation,title,applicationsInTrack,businessObservedInTrack,applicationsWithPartialCheck,partialChecks,verdicts,claim,wholeObligationValidated,limits
official,T2,E2-1,few-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,300,30,10,10,"{""pass"": 10}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T2,E2-1,few-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,300,30,10,30,"{""not_exercised"": 10, ""pass"": 20}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T2,E2-1,few-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,300,30,10,10,"{""pass"": 10}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T2,E2-1,few-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,300,30,10,20,"{""pass"": 20}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T2,E2-1,few-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,300,30,10,20,"{""not_exercised"": 10, ""pass"": 10}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T2,E2-1,few-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,300,30,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T2,E2-2,few-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",300,0,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T2,E2-2,few-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,300,0,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T2,E2-2,few-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,300,0,0,0,{},unchecked,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T2,E2-2,few-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,300,0,0,0,{},unchecked,False,Sem fallback adicional.
official,T2,E2-2,few-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,300,0,0,0,{},unchecked,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T2,E2-2,few-shot,interest,INTCALC-OBL-006,Campos da transação de juros,300,0,0,0,{},unchecked,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T2,E2-2,few-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,300,0,0,0,{},unchecked,False,Não é update por cada categoria.
official,T2,E2-2,few-shot,interest,INTCALC-OBL-008,Última conta no EOF,300,0,0,0,{},unchecked,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,300,0,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,300,0,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,300,0,0,0,{},unchecked,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-004,Validação de cartão,300,0,0,0,{},unchecked,False,Não há validação de formato além da busca.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",300,0,0,0,{},unchecked,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,300,0,0,0,{},unchecked,False,Não afirma rollback de sucessos anteriores.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,300,0,0,0,{},unchecked,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,300,0,0,0,{},unchecked,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T2,E2-2,few-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,300,0,0,0,{},unchecked,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,300,0,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,300,0,0,0,{},unchecked,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,300,0,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,300,0,0,0,{},unchecked,False,Não há linha de erro/rejeição para lookup ausente.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,300,0,0,0,{},unchecked,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,300,0,0,0,{},unchecked,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,300,0,0,0,{},unchecked,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T2,E2-2,few-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,300,0,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T2,E2-3,few-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",300,14,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T2,E2-3,few-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,300,14,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T2,E2-3,few-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,300,14,14,14,"{""pass"": 14}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T2,E2-3,few-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,300,14,14,14,"{""pass"": 14}",partial_assertions_only,False,Sem fallback adicional.
official,T2,E2-3,few-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,300,14,14,14,"{""pass"": 14}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T2,E2-3,few-shot,interest,INTCALC-OBL-006,Campos da transação de juros,300,14,14,14,"{""pass"": 14}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T2,E2-3,few-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,300,14,14,28,"{""pass"": 28}",partial_assertions_only,False,Não é update por cada categoria.
official,T2,E2-3,few-shot,interest,INTCALC-OBL-008,Última conta no EOF,300,14,14,28,"{""pass"": 28}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,300,14,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,300,14,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,300,14,13,13,"{""pass"": 13}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-004,Validação de cartão,300,14,13,26,"{""pass"": 26}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",300,14,13,13,"{""pass"": 13}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,300,14,13,26,"{""pass"": 26}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,300,14,13,13,"{""pass"": 13}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,300,14,13,13,"{""pass"": 13}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T2,E2-3,few-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,300,14,13,13,"{""pass"": 13}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,300,11,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,300,11,4,8,"{""pass"": 8}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,300,11,4,4,"{""pass"": 4}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,300,11,4,12,"{""not_exercised"": 4, ""pass"": 8}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,300,11,4,4,"{""pass"": 4}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,300,11,4,8,"{""pass"": 8}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,300,11,4,8,"{""not_exercised"": 4, ""pass"": 4}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T2,E2-3,few-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,300,11,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",156,6,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,156,6,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Sem fallback adicional.
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-005,Fórmula e guarda de juros,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-006,Campos da transação de juros,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,156,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não é update por cada categoria.
official,T2,E3-SDD-stage6r3,SDD,interest,INTCALC-OBL-008,Última conta no EOF,156,6,6,12,"{""pass"": 12}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,156,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,156,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-004,Validação de cartão,156,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-006,Rejeitos e return-code,156,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-007,TCATBAL create/update,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T2,E3-SDD-stage6r3,SDD,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,156,6,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,156,6,6,12,"{""pass"": 12}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,156,6,6,18,"{""not_exercised"": 6, ""pass"": 12}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,156,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,156,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,156,6,6,12,"{""not_exercised"": 6, ""pass"": 6}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T2,E3-SDD-stage6r3,SDD,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,156,6,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",18,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,18,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Sem fallback adicional.
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-006,Campos da transação de juros,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,18,18,18,36,"{""pass"": 36}",partial_assertions_only,False,Não é update por cada categoria.
official,T3,E1-1,zero-shot,interest,INTCALC-OBL-008,Última conta no EOF,18,18,18,36,"{""pass"": 36}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,6,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,6,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-004,Validação de cartão,6,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,6,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T3,E1-1,zero-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,28,0,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,28,0,0,0,{},unchecked,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,28,0,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,28,0,0,0,{},unchecked,False,Não há linha de erro/rejeição para lookup ausente.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,28,0,0,0,{},unchecked,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,28,0,0,0,{},unchecked,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,28,0,0,0,{},unchecked,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T3,E1-1,zero-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,28,0,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",18,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,18,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-004,Taxa específica ou DEFAULT,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Sem fallback adicional.
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-005,Fórmula e guarda de juros,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,Arredondamento/truncamento/overflow dependem de PIC/compilador; não fixado.
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-006,Campos da transação de juros,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Representação física de PIC 9(04) após MOVE literal 05 requer revisão COBOL, não fixture."
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-007,Update de conta em quebra de grupo,18,18,18,36,"{""pass"": 36}",partial_assertions_only,False,Não é update por cada categoria.
official,T3,E1-2,zero-shot,interest,INTCALC-OBL-008,Última conta no EOF,18,18,18,36,"{""pass"": 36}",partial_assertions_only,False,"Achado estático; não confirmado por execução. Para arquivo vazio, não assumir conta carregada."
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-001,Arquivos externos e abertura,6,6,0,0,{},unchecked,False,"JCL é evidência documental; não prova alocação local, commit ou durabilidade."
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-002,Loop DALYTRAN e EOF,6,6,0,0,{},unchecked,False,Não assumir retenção de último registro no EOF nem conteúdo observável do buffer após status 10.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-003,Layout e cópia para transação postada,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Formato/calendário do timestamp é ambiente; valor real não é fixado.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-004,Validação de cartão,6,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não há validação de formato além da busca.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-005,"Validação de conta, limite e expiração textual",6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Comparação de datas é textual X(10); calendário real não é decidido.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-006,Rejeitos e return-code,6,6,6,12,"{""pass"": 12}",partial_assertions_only,False,Não afirma rollback de sucessos anteriores.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-007,TCATBAL create/update,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Status aceitos 00/23 no read; sem atomicidade/durabilidade.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-008,Atualização ACCOUNT e ordem de efeitos,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não afirmar persistência do rewrite falho nem rollback; razão 109 nesse ponto não transforma a transação em rejeito.
official,T3,E1-2,zero-shot,posting,POSTTRAN-OBL-009,WRITE TRANFILE após efeitos anteriores,6,6,6,6,"{""pass"": 6}",partial_assertions_only,False,Não confundir ordem de chamadas com commit/durabilidade; estado externo pós-abend é fora de autoridade.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-001,Contexto JCL e arquivos,28,28,0,0,{},unchecked,False,JCL não foi executado; datas do SORT podem divergir do DATEPARM.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-002,DATEPARM e filtro textual antes do EOF,28,28,28,56,"{""pass"": 56}",partial_assertions_only,False,"Sem validação calendárica. Conteúdo do receiver em EOF é desconhecido quando não há autoridade de runtime; seleção EOF pode ser condicional/unknown, não fixa."
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-003,Leitura TRANFILE e EOF condicional,28,28,28,28,"{""pass"": 28}",partial_assertions_only,False,Não assumir retenção de último registro no EOF nem conteúdo estável do receiver.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-004,Quebra por cartão e lookups,28,28,28,84,"{""not_exercised"": 28, ""pass"": 56}",partial_assertions_only,False,Não há linha de erro/rejeição para lookup ausente.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-005,Cabeçalhos e paginação,28,28,28,28,"{""pass"": 28}",partial_assertions_only,False,Page-size conta linhas de header/totais; não é 20 detalhes.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-006,Linha de detalhe e acumulação,28,28,28,56,"{""pass"": 56}",partial_assertions_only,False,Edição monetária é a do PIC; sem arredondamento inventado.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-007,Totais de página/grand no EOF condicional,28,28,28,56,"{""not_exercised"": 28, ""pass"": 28}",partial_assertions_only,False,Sem expectativa para receiver no EOF quando runtime não estabelece retenção; sem expectativa para registros fora de intervalo.
official,T3,E1-2,zero-shot,reporting,TRANREPT-OBL-008,Ausência de Account Total final no EOF,28,28,0,0,{},unchecked,False,Isto não implica que page/grand totals ocorram sempre; dependem de TRANREPT-OBL-007.
official,T3,E1-3,zero-shot,interest,INTCALC-OBL-001,"Arquivos, parâmetro e abertura",18,18,0,0,{},unchecked,False,"Data do JCL é exemplo de fonte, não calendário universal."
official,T3,E1-3,zero-shot,interest,INTCALC-OBL-002,Varredura e agrupamento por conta,18,18,0,0,{},unchecked,False,Ordenação não é verificada pelo programa/JCL.
official,T3,E1-3,zero-shot,interest,INTCALC-OBL-003,Leitura ACCOUNT e XREF por conta,18,18,18,18,"{""pass"": 18}",partial_assertions_only,False,"Índice alternativo é evidenciado no JCL, mas ambiente VSAM não é executado."
